"","tip.label","GISAID_ID","strain","date","region","country","division","lineageOld","GISAID_clade","Lineage","state","date.lsd","date.lsd.low","date.lsd.high","date.lsd.full"
"115","Canada/fake_52/2020/EPI_ISL_FAKE_52/2020-12-13","EPI_ISL_FAKE_52","Canada/fake_52/2020","2020-12-13","North America","Canada","Quebec",NA,NA,"B","Canada_Quebec",NA,NA,NA,"2020-12-13"
"116","USA/fake_19/2020/EPI_ISL_FAKE_19/2020-10-18","EPI_ISL_FAKE_19","USA/fake_19/2020","2020-10-18","North America","USA","New York",NA,NA,"B","USA",NA,NA,NA,"2020-10-18"
"117","Canada/fake_29/2020/EPI_ISL_FAKE_29/2020-11","EPI_ISL_FAKE_29","Canada/fake_29/2020","2020-11","North America","Canada","Quebec",NA,NA,"B","Canada_Quebec","2020-11-05","2020-11-01","2020-11-30","2020-11-05"
"118","Canada/fake_39/2020/EPI_ISL_FAKE_39/2020-11-28","EPI_ISL_FAKE_39","Canada/fake_39/2020","2020-11-28","North America","Canada","Quebec",NA,NA,"B","Canada_Quebec",NA,NA,NA,"2020-11-28"
"119","Canada/fake_41/2020/EPI_ISL_FAKE_41/2020-11-29","EPI_ISL_FAKE_41","Canada/fake_41/2020","2020-11-29","North America","Canada","Quebec",NA,NA,"B.37","Canada_Quebec",NA,NA,NA,"2020-11-29"
"120","Canada/fake_60/2020/EPI_ISL_FAKE_60/2020-12-18","EPI_ISL_FAKE_60","Canada/fake_60/2020","2020-12-18","North America","Canada","British Columbia",NA,NA,"B.37","Canada_British Columbia",NA,NA,NA,"2020-12-18"
"121","USA/fake_92/2021/EPI_ISL_FAKE_92/2021-01-10","EPI_ISL_FAKE_92","USA/fake_92/2021","2021-01-10","North America","USA","Massachusetts",NA,NA,"B","USA",NA,NA,NA,"2021-01-10"
"122","Canada/fake_160/2021/EPI_ISL_FAKE_160/2021-02-04","EPI_ISL_FAKE_160","Canada/fake_160/2021","2021-02-04","North America","Canada","Ontario",NA,NA,"B","Canada_Ontario",NA,NA,NA,"2021-02-04"
"123","Canada/fake_81/2021/EPI_ISL_FAKE_81/2021-01-05","EPI_ISL_FAKE_81","Canada/fake_81/2021","2021-01-05","North America","Canada","Alberta",NA,NA,"B","Canada_Alberta",NA,NA,NA,"2021-01-05"
"124","Canada/fake_28/2020/EPI_ISL_FAKE_28/2020-11-05","EPI_ISL_FAKE_28","Canada/fake_28/2020","2020-11-05","North America","Canada","Quebec",NA,NA,"B","Canada_Quebec",NA,NA,NA,"2020-11-05"
"125","USA/fake_142/2021/EPI_ISL_FAKE_142/2021-01-29","EPI_ISL_FAKE_142","USA/fake_142/2021","2021-01-29","North America","USA","New York",NA,NA,"B","USA",NA,NA,NA,"2021-01-29"
"126","Canada/fake_78/2021/EPI_ISL_FAKE_78/2021-01-04","EPI_ISL_FAKE_78","Canada/fake_78/2021","2021-01-04","North America","Canada","Quebec",NA,NA,"B","Canada_Quebec",NA,NA,NA,"2021-01-04"
"127","Canada/fake_135/2021/EPI_ISL_FAKE_135/2021-01-28","EPI_ISL_FAKE_135","Canada/fake_135/2021","2021-01-28","North America","Canada","Manitoba",NA,NA,"B","Canada_Manitoba",NA,NA,NA,"2021-01-28"
"128","USA/fake_17/2020/EPI_ISL_FAKE_17/2020-10-14","EPI_ISL_FAKE_17","USA/fake_17/2020","2020-10-14","North America","USA","New York",NA,NA,"B","USA",NA,NA,NA,"2020-10-14"
"129","Canada/fake_26/2020/EPI_ISL_FAKE_26/2020-11-02","EPI_ISL_FAKE_26","Canada/fake_26/2020","2020-11-02","North America","Canada","Nova Scotia",NA,NA,"B","Canada_Nova Scotia",NA,NA,NA,"2020-11-02"
"130","Canada/fake_59/2020/EPI_ISL_FAKE_59/2020-12-18","EPI_ISL_FAKE_59","Canada/fake_59/2020","2020-12-18","North America","Canada","British Columbia",NA,NA,"B","Canada_British Columbia",NA,NA,NA,"2020-12-18"
"131","Canada/fake_176/2021/EPI_ISL_FAKE_176/2021-02-09","EPI_ISL_FAKE_176","Canada/fake_176/2021","2021-02-09","North America","Canada","Ontario",NA,NA,"B","Canada_Ontario",NA,NA,NA,"2021-02-09"
"132","Canada/fake_165/2021/EPI_ISL_FAKE_165/2021-02-06","EPI_ISL_FAKE_165","Canada/fake_165/2021","2021-02-06","North America","Canada","Ontario",NA,NA,"B","Canada_Ontario",NA,NA,NA,"2021-02-06"
"133","UnitedKingdom/fake_141/2021/EPI_ISL_FAKE_141/2021-01-29","EPI_ISL_FAKE_141","UnitedKingdom/fake_141/2021","2021-01-29","Europe","United Kingdom","England",NA,NA,"B","United Kingdom",NA,NA,NA,"2021-01-29"
"134","Canada/fake_10/2020/EPI_ISL_FAKE_10/2020-10-01","EPI_ISL_FAKE_10","Canada/fake_10/2020","2020-10-01","North America","Canada","Quebec",NA,NA,"B","Canada_Quebec",NA,NA,NA,"2020-10-01"
"135","Canada/fake_30/2020/EPI_ISL_FAKE_30/2020-11-12","EPI_ISL_FAKE_30","Canada/fake_30/2020","2020-11-12","North America","Canada","Newfoundland and Labrador",NA,NA,"B.30","Canada_Newfoundland and Labrador",NA,NA,NA,"2020-11-12"
"136","Canada/fake_170/2021/EPI_ISL_FAKE_170/2021-02","EPI_ISL_FAKE_170","Canada/fake_170/2021","2021-02","North America","Canada","Ontario",NA,NA,"B","Canada_Ontario","2021-02-15","2021-02-01","2021-02-28","2021-02-15"
"137","USA/fake_122/2021/EPI_ISL_FAKE_122/2021-01-23","EPI_ISL_FAKE_122","USA/fake_122/2021","2021-01-23","North America","USA","Wisconsin",NA,NA,"B","USA",NA,NA,NA,"2021-01-23"
"138","Japan/fake_65/2020/EPI_ISL_FAKE_65/2020-12-24","EPI_ISL_FAKE_65","Japan/fake_65/2020","2020-12-24","Asia","Japan","Japan",NA,NA,"B","Japan",NA,NA,NA,"2020-12-24"
"139","Canada/fake_13/2020/EPI_ISL_FAKE_13/2020-10-10","EPI_ISL_FAKE_13","Canada/fake_13/2020","2020-10-10","North America","Canada","Quebec",NA,NA,"B","Canada_Quebec",NA,NA,NA,"2020-10-10"
"140","UnitedKingdom/fake_31/2020/EPI_ISL_FAKE_31/2020-11-13","EPI_ISL_FAKE_31","UnitedKingdom/fake_31/2020","2020-11-13","Europe","United Kingdom","Wales",NA,NA,"B","United Kingdom",NA,NA,NA,"2020-11-13"
"141","China/fake_1/2020/EPI_ISL_FAKE_1/2019-12-26","EPI_ISL_FAKE_1","China/fake_1/2020","2019-12-26","Asia","China","Hubei",NA,NA,"B","China",NA,NA,NA,"2019-12-26"
